,Country Name,Country Code,Region Code,Subsample,Income Level Name,Income Level Code,Year of survey,Survey Data Source,Survey Type,Total population,"Children, aged 0-14","Youth, aged 15-24","Adult, aged 25-64","Elderly, aged 65+",Urban Population (% of total Population)," Working Age Population, aged 15-64 (% of total Pop.)","Dependency Rate, all compared to 15-64","Youth Dependency Rate, younger than 15 compared to 15-64","Old Age Dependency Rate, older than 64 compared to 15-64","Labor Force, aged 15-64","Labor Force Participation Rate, aged 15-64","Female Labor Force Participation Rate, aged 15-64","Not in labor force or education rate among youth, aged 15-24",Share of workers (aged 15-64) with more than one jobs in last week,"Employment to Population Ratio, aged 15-64","Employment Rate, aged 15-64 ","Unemployment Rate, aged 15-64","Youth Employment Rate, aged 15-24","Youth Unemployment Rate, aged 15-24","Wage employees, aged 15-64 ","Self-employed, aged 15-64","Unpaid, aged 15-64","Employers, aged 15-64","Unpaid or Self-employed, age 15-64","Share of informal jobs, aged 15-64",Share of work contract,Share of health insurance,Share of social security,"Public sector employment, aged 15-64"," Agriculture, aged 15-64"," Industry, aged 15-64"," Services, aged 15-64","Mining, aged 15-64","Manufacturing, aged 15-64","Electricity and utilities, aged 15-64","Construction, aged 15-64","Commerce, aged 15-64","Transport & Communication, aged 15-64","Financial and Business Services, aged 15-64","Public Administration, aged 15-64","Other services, aged 15-64"," Female in non-agricultural employment, aged 15-64","Youth in non-agricultural employment, aged 15-64","Non-Agricultural wage employment, aged 15-64","Non-Agricultural unpaid employment, aged 15-64","Non-Agricultural employer, aged 15-64","Non-Agricultural self-employed, aged 15-64","Youth Non-Agricultural wage employment, aged 15-24","Wage employment in agriculture, aged 15-64","Wage employment in industry, aged 15-64","Wage employment in services, aged 15-64"," Senior Officials, aged 15-64"," Professionals, aged 15-64"," Technicians, aged 15-64"," Clerks, aged 15-64"," Service and Market Sales, aged 15-64"," Skilled Agriculture, aged 15-64"," Craft Workers, aged 15-64"," Machine Operators, aged 15-64"," Elementary Occupations, aged 15-64", Armed Forces,Average weekly working hours,"Underemployment, <35 hours per week","Excessive working hours,>48 hours per week","Median Earnings for wage workers per hour, local nominal currency","Median Earnings for wage workers per month, local nominal currency","Median Earnings for wage workers per month in agriculture, local nominal currenc","Median Earnings for wage workers per month in industry, local nominal currency","Median Earnings for wage workers per month in service, local nominal currency","Median Earnings for wage workers per hour,  deflated to 2011 local currency valu","Real Median Hourly  Wages in USD (base 2011), PPP adjusted","Median Earnings for wage workers per month, deflated to 2011 local currency valu","Real Median Monthly Wages in USD (base 2011), PPP adjusted","Female to Male gender wage gap, calculated with median wages","Public to Private wage gap, calculated with median wages", No Education, Primary Education, Secondary Education, Post Secondary Education,"Mean number of years of education completed, aged 17 and older",Enrollment rate for individuals aged 6-16,Individual age,Mean age of worker between 15-64,"Mean age of worker in agriculture, between 15-64","Mean age of worker in industry, between 15-64","Mean age of worker in services, between 15-64","Mean age of wage worker, between 15-64","Mean age of self-employed or unpaid worker, between 15-64","Mean age of employer, between 15-64",Total flags in survey,"Percentile (100 = max), total flags",Flags over max number of flags,"Percentile (100 = max), share of flags"
32,Argentina,ARG,LCN,All,High income,HIC,2007,ARG_2007_I2D2_EPHC_S2_V01_M_V03_A.dta,I2D2,24274796,0.25,0.18,0.47,0.1,1.0,0.65,0.54,0.38,0.16,10619948,0.67,0.55,0.14,,0.62,0.93,0.07,0.83,0.17,0.78,0.17,0.01,0.04,0.18,0.51,,0.61,0.61,0.0,0.01,0.25,0.74,0.0,0.15,0.01,0.09,0.23,0.07,0.11,0.07,0.27,1.0,0.99,0.76,0.01,0.04,0.17,0.99,0.62,0.74,0.79,0.07,0.08,0.17,0.0,0.39,0.01,0.24,0.01,0.03,0.0,41.12,0.31,0.28,6.11,1056.66,1056.66,1162.33,1056.66,,,,,0.71,,0.01,0.24,0.46,0.29,10.49,0.96,32.78,38.14,39.1,37.78,38.23,36.8,42.42,44.3,0.0,1.0,0.0,1.0
33,Argentina,ARG,LCN,All,High income,HIC,2008,ARG_2008_I2D2_EPHC_S2_V01_M_V03_A.dta,I2D2,20927824,0.24,0.18,0.48,0.1,1.0,0.65,0.53,0.37,0.15,9314128,0.68,0.56,0.14,,0.63,0.92,0.08,0.81,0.19,0.77,0.18,0.01,0.05,0.18,0.5,,0.64,0.64,0.0,0.01,0.24,0.74,0.0,0.14,0.01,0.09,0.24,0.07,0.1,0.08,0.26,1.0,0.98,0.76,0.01,0.04,0.17,0.98,0.44,0.73,0.79,0.07,0.08,0.17,0.0,0.39,0.0,0.24,0.01,0.03,0.0,40.6,0.31,0.26,8.27,1438.01,995.54,1548.63,1438.01,,,,,0.68,,0.01,0.24,0.45,0.3,10.59,0.96,32.73,38.28,36.99,37.76,38.47,36.85,42.6,45.26,10.0,1.0,0.01,2.0
34,Argentina,ARG,LCN,All,High income,HIC,2009,ARG_2009_I2D2_EPHC_S2_V01_M_V03_A.dta,I2D2,21060739,0.24,0.17,0.48,0.11,1.0,0.65,0.53,0.37,0.16,9422907,0.68,0.57,0.14,,0.63,0.91,0.09,0.79,0.21,0.77,0.18,0.01,0.04,0.19,0.5,,0.65,0.65,0.0,0.01,0.23,0.75,0.0,0.14,0.0,0.09,0.23,0.07,0.11,0.08,0.27,0.99,0.98,0.75,0.01,0.04,0.18,0.98,0.45,0.7,0.79,0.07,0.09,0.18,0.0,0.39,0.0,0.23,0.01,0.03,0.0,40.11,0.33,0.25,10.18,1769.86,1327.39,1769.86,1714.55,,,,,0.75,,0.01,0.23,0.45,0.3,10.62,0.96,33.27,38.49,37.69,37.62,38.76,37.26,42.12,44.49,14.0,2.0,0.02,2.0
35,Argentina,ARG,LCN,All,High income,HIC,2010,ARG_2010_I2D2_EPHC_S2_V01_M_V03_A.dta,I2D2,21280757,0.24,0.17,0.48,0.11,1.0,0.66,0.53,0.36,0.16,9480799,0.68,0.56,0.14,,0.63,0.92,0.08,0.81,0.19,0.78,0.17,0.01,0.04,0.18,0.48,,0.66,0.66,0.0,0.01,0.24,0.75,0.0,0.14,0.01,0.09,0.23,0.07,0.11,0.08,0.27,1.0,0.99,0.76,0.01,0.04,0.17,0.99,0.46,0.73,0.8,0.06,0.09,0.18,0.0,0.39,0.0,0.23,0.01,0.03,0.0,40.33,0.32,0.24,12.85,2232.79,1674.59,2232.79,2121.15,,,,,0.78,,0.01,0.22,0.46,0.31,10.74,0.97,33.38,38.52,40.15,37.92,38.68,37.21,42.82,44.74,14.0,2.0,0.02,2.0
36,Argentina,ARG,LCN,All,High income,HIC,2011,ARG_2011_I2D2_EPHC_S2_V01_M_V03_A.dta,I2D2,21497063,0.24,0.17,0.49,0.11,1.0,0.66,0.52,0.36,0.16,9669068,0.69,0.57,0.13,,0.63,0.93,0.07,0.8,0.2,0.78,0.17,0.01,0.04,0.18,0.48,,0.66,0.66,0.0,0.01,0.25,0.74,0.0,0.14,0.01,0.09,0.23,0.07,0.1,0.08,0.27,1.0,0.98,0.77,0.01,0.04,0.17,0.98,0.38,0.73,0.8,0.06,0.09,0.18,0.0,0.39,0.01,0.24,0.01,0.03,0.0,40.09,0.32,0.24,17.06,2946.33,2123.66,3113.1,2890.74,,,,,0.7,,0.01,0.22,0.46,0.32,10.82,0.97,33.3,38.63,38.48,37.8,38.91,37.39,42.63,44.75,18.0,3.0,0.02,5.0
37,Argentina,ARG,LCN,All,High income,HIC,2013,ARG_2013_I2D2_EPHC_S1_V01_M_V01_A.dta,I2D2,21823151,0.23,0.17,0.49,0.11,1.0,0.66,0.52,0.35,0.17,9787732,0.68,0.56,0.13,,0.63,0.92,0.08,0.8,0.2,0.77,0.18,0.01,0.04,0.19,0.47,,0.68,0.68,0.0,0.01,0.24,0.75,0.0,0.14,0.01,0.09,0.22,0.07,0.11,0.09,0.27,1.0,0.98,0.76,0.01,0.04,0.18,0.98,0.43,0.72,0.79,0.06,0.09,0.18,0.0,0.39,0.0,0.24,0.01,0.03,0.0,39.7,0.31,0.22,24.39,4239.02,3342.31,4239.02,4239.02,,,,,0.75,,0.0,0.2,0.47,0.33,11.0,0.97,33.83,38.9,38.6,38.29,39.09,37.71,42.55,45.02,18.0,3.0,0.02,5.0
38,Armenia,ARM,ECS,All,Upper middle income,UMC,1998,ARM_1998_I2D2_ILCS_V01_M_V01_A.dta,I2D2,15632,0.27,0.17,0.47,0.09,0.57,0.63,0.58,0.43,0.14,6292,0.68,0.59,0.49,0.07,0.49,0.72,0.28,0.54,0.46,0.46,0.52,0.01,0.01,0.53,0.68,,0.32,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.04,0.15,0.07,0.02,0.05,0.5,0.05,0.03,0.08,0.0,,,,,,,,,,,,,,,0.0,0.03,0.77,0.19,8.07,0.95,31.5,39.59,,,,40.5,38.79,41.34,28.0,7.0,0.07,60.0
39,Armenia,ARM,ECS,All,Upper middle income,UMC,2001,ARM_2001_I2D2_ILCS_V01_M_V01_A.dta,I2D2,16514,0.23,0.19,0.47,0.1,0.6,0.66,0.51,0.35,0.16,6154,0.61,0.51,0.4,,0.41,0.67,0.33,0.43,0.57,0.63,0.36,0.0,0.01,0.36,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.78,0.2,,0.95,33.04,40.02,,,,40.56,39.09,40.3,18.0,3.0,0.06,45.0
40,Armenia,ARM,ECS,All,Upper middle income,UMC,2002,ARM_2002_I2D2_ILCS_V01_M_V01_A.dta,I2D2,19164,0.23,0.19,0.48,0.1,0.59,0.67,0.5,0.35,0.15,7272,0.62,0.5,0.4,,0.43,0.7,0.3,0.41,0.59,0.61,0.38,0.0,0.0,0.38,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.79,0.19,10.56,0.95,33.05,40.01,,,,40.34,39.42,44.04,14.0,2.0,0.04,30.0
41,Armenia,ARM,ECS,All,Upper middle income,UMC,2003,ARM_2003_I2D2_ILCS_V01_M_V01_A.dta,I2D2,19232,0.23,0.2,0.48,0.1,0.59,0.68,0.48,0.33,0.15,7192,0.6,0.49,0.43,,0.45,0.74,0.26,0.45,0.55,0.61,0.39,0.0,0.0,0.39,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.81,0.18,10.57,0.96,32.87,40.01,,,,40.38,39.45,45.0,13.0,2.0,0.04,26.0
42,Armenia,ARM,ECS,All,Upper middle income,UMC,2004,ARM_2004_I2D2_ILCS_V01_M_V01_A.dta,I2D2,28508,0.21,0.19,0.48,0.11,0.72,0.67,0.48,0.32,0.16,10836,0.65,0.54,0.29,0.06,0.5,0.78,0.22,0.54,0.46,0.58,0.41,0.01,0.0,0.41,0.59,0.69,0.31,,0.01,0.43,0.1,0.47,0.01,0.0,0.03,0.06,0.12,0.05,0.02,0.06,0.23,0.53,0.51,0.51,0.0,0.0,0.05,0.48,0.16,0.95,0.88,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1,0.7,0.2,10.73,0.97,33.74,40.44,40.29,41.26,40.4,40.48,40.35,43.24,16.0,3.0,0.03,13.0
43,Armenia,ARM,ECS,All,Upper middle income,UMC,2005,ARM_2005_I2D2_ILCS_V01_M_V02_A.dta,I2D2,3194612,0.2,0.19,0.48,0.13,0.63,0.67,0.48,0.29,0.19,1280073,0.62,0.51,0.29,,0.47,0.75,0.25,0.52,0.48,0.62,0.38,0.0,0.0,0.38,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07,0.72,0.21,10.83,0.96,34.83,39.94,,,,40.2,39.5,,12.0,2.0,0.04,22.0
44,Armenia,ARM,ECS,All,Upper middle income,UMC,2006,ARM_2006_I2D2_ILCS_V01_M_V01_A.dta,I2D2,3300624,0.2,0.19,0.49,0.12,0.63,0.68,0.48,0.3,0.18,1276452,0.57,0.44,0.32,,0.44,0.78,0.22,0.51,0.49,0.61,0.39,0.0,0.0,0.39,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05,0.73,0.22,10.86,0.97,34.57,40.61,,,,40.94,40.1,,11.0,2.0,0.03,17.0
45,Armenia,ARM,ECS,All,Upper middle income,UMC,2007,ARM_2007_I2D2_ILCS_V01_M_V01_A.dta,I2D2,3336811,0.19,0.2,0.49,0.12,0.64,0.69,0.45,0.27,0.18,1199418,0.83,0.75,0.07,0.07,0.75,0.9,0.1,0.88,0.12,0.63,0.32,0.05,0.01,0.37,0.68,,0.51,,0.0,0.39,0.13,0.48,0.02,0.0,0.03,0.08,0.12,0.07,0.03,0.06,0.2,0.55,0.57,0.54,0.0,0.0,0.06,0.55,0.22,0.92,0.88,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07,0.72,0.22,11.11,0.97,34.93,40.51,40.87,40.8,40.13,40.28,40.92,40.88,29.0,7.0,0.05,42.0
46,Armenia,ARM,ECS,All,Upper middle income,UMC,2008,ARM_2008_I2D2_ILCS_V01_M_V01_A.dta,I2D2,3308268,0.18,0.19,0.5,0.12,0.64,0.7,0.44,0.26,0.17,1331280,0.64,0.53,0.25,0.05,0.53,0.82,0.18,0.63,0.37,0.61,0.27,0.11,0.0,0.38,0.5,0.5,0.5,,0.0,0.41,0.14,0.45,0.01,0.0,0.03,0.09,0.11,0.06,0.03,0.06,0.19,0.52,0.51,0.53,0.0,0.0,0.05,0.49,0.19,0.96,0.89,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.12,0.67,0.21,11.54,0.97,35.38,40.66,41.08,40.6,40.29,40.31,41.18,43.84,14.0,2.0,0.02,4.0
47,Armenia,ARM,ECS,All,Upper middle income,UMC,2009,ARM_2009_I2D2_ILCS_V01_M_V03_A.dta,I2D2,3277666,0.18,0.19,0.52,0.12,0.65,0.7,0.42,0.25,0.16,1285565,0.61,0.51,0.35,0.04,0.51,0.83,0.17,0.63,0.37,0.59,0.23,0.17,0.01,0.4,0.51,0.83,,0.82,0.03,0.37,0.18,0.46,0.01,0.06,0.03,0.08,0.09,0.06,0.02,0.07,0.22,0.57,0.62,0.58,0.0,0.01,0.05,0.6,0.05,0.9,0.92,,,,,,,,,,,38.32,0.36,0.2,335.63,64000.0,45000.0,70000.0,60000.0,3.91,0.02,745.29,4.5,0.63,0.75,0.0,0.11,0.68,0.21,11.59,0.9,35.76,41.23,41.96,41.13,40.69,40.81,41.81,44.81,30.0,8.0,0.04,26.0
48,Armenia,ARM,ECS,All,Upper middle income,UMC,2011,ARM_2011_I2D2_ILCS_V01_M_V01_A.dta,I2D2,3162084,0.17,0.17,0.53,0.13,0.64,0.7,0.43,0.25,0.18,1364503,0.69,0.6,0.22,0.03,0.56,0.81,0.19,0.61,0.39,0.58,0.27,0.14,0.01,0.41,0.51,0.86,,,0.26,0.36,0.17,0.47,0.01,0.07,0.03,0.06,0.1,0.04,0.06,0.07,0.19,0.57,0.66,0.57,0.0,0.01,0.06,0.64,0.04,0.91,0.88,,,,,,,,,,,38.01,0.36,0.18,368.85,71629.05,51768.47,80855.18,68909.36,3.73,0.02,729.22,4.4,0.66,0.88,0.0,0.1,0.66,0.24,11.77,0.97,37.14,41.66,43.34,41.07,40.59,40.57,43.17,44.44,37.0,17.0,0.05,43.0
49,Armenia,ARM,ECS,All,Upper middle income,UMC,2013,ARM_2013_I2D2_ILCS_V01_M_V03_A.dta,I2D2,3127433,0.18,0.15,0.54,0.13,0.62,0.69,0.45,0.26,0.19,1321125,0.67,0.6,0.26,0.03,0.56,0.83,0.17,0.64,0.36,0.59,0.28,0.12,0.0,0.4,0.5,0.84,,,0.03,0.34,0.18,0.48,0.01,0.09,0.02,0.06,0.12,0.07,0.04,0.08,0.18,0.58,0.71,0.58,0.01,0.0,0.07,0.69,0.04,0.88,0.88,0.07,0.15,0.09,0.02,0.11,0.33,0.09,0.04,0.07,0.02,38.95,0.31,0.2,414.27,80000.0,51000.0,90000.0,80000.0,3.82,0.02,737.36,4.45,0.6,0.71,0.0,0.0,0.71,0.28,11.8,0.9,37.35,42.19,44.34,42.32,40.72,41.15,43.77,46.71,38.0,18.0,0.05,39.0
50,Armenia,ARM,ECS,All,Upper middle income,UMC,2014,ARM_2014_I2D2_ILCS_V01_M_V03_A.dta,I2D2,3120882,0.18,0.15,0.54,0.13,0.63,0.68,0.46,0.27,0.19,1312330,0.68,0.6,0.2,0.08,0.57,0.84,0.16,0.64,0.36,0.58,0.28,0.12,0.01,0.41,0.5,0.85,,,0.03,0.34,0.17,0.48,0.02,0.06,0.03,0.06,0.12,0.06,0.04,0.08,0.18,0.58,0.65,0.56,0.01,0.01,0.08,0.63,0.05,0.87,0.86,,,,,,,,,,,38.86,0.32,0.2,479.48,90000.0,50000.0,100000.0,90000.0,4.29,0.03,805.51,4.86,0.58,0.6,0.0,0.0,0.7,0.29,11.91,0.96,37.4,42.15,44.09,42.37,40.7,40.97,43.81,43.85,30.0,8.0,0.04,29.0
51,Armenia,ARM,ECS,All,Upper middle income,UMC,2015,ARM_2015_I2D2_ILCS_V01_M_V01_A.dta,I2D2,2977113,0.19,0.13,0.54,0.13,0.61,0.68,0.48,0.28,0.2,1281885,0.7,0.62,0.18,0.11,0.59,0.84,0.16,0.65,0.35,0.58,0.28,0.13,0.0,0.41,0.51,0.84,,,0.02,0.34,0.18,0.48,0.01,0.08,0.03,0.07,0.13,0.06,0.03,0.08,0.18,0.58,0.65,0.57,0.01,0.0,0.08,0.63,0.05,0.88,0.85,,,,,,,,,,,38.79,0.31,0.2,511.44,100000.0,60000.0,101000.0,95000.0,4.41,0.03,862.81,5.21,0.63,0.72,0.0,0.0,0.72,0.27,11.83,0.96,37.51,42.08,43.9,42.04,40.83,41.09,43.51,44.62,30.0,8.0,0.04,27.0
52,Armenia,ARM,ECS,All,Upper middle income,UMC,2016,ARM_2016_I2D2_ILCS_V01_M_V01_A.dta,I2D2,2983174,0.19,0.13,0.55,0.13,0.63,0.68,0.47,0.28,0.19,1299062,0.71,0.64,0.16,0.1,0.6,0.84,0.16,0.65,0.35,0.6,0.27,0.13,0.0,0.4,0.49,0.85,,,0.03,0.33,0.19,0.48,0.01,0.09,0.03,0.06,0.13,0.06,0.03,0.08,0.18,0.62,0.65,0.57,0.01,0.0,0.08,0.63,0.06,0.88,0.85,,,,,,,,,,,39.44,0.3,0.2,517.84,100000.0,70000.0,120000.0,95000.0,4.53,0.03,875.1,5.28,0.65,0.7,0.0,0.0,0.72,0.28,11.96,0.96,37.74,42.27,44.64,42.27,40.68,40.81,44.44,44.63,37.0,17.0,0.05,42.0
53,Armenia,ARM,ECS,All,Upper middle income,UMC,2018,ARM_2018_I2D2_ILCS.dta,I2D2,2877185,0.18,0.12,0.55,0.15,0.61,0.67,0.49,0.28,0.22,1323768,0.8,0.72,0.07,1.1,0.68,0.85,0.15,0.67,0.33,0.59,0.29,0.11,0.0,0.4,0.52,0.81,0.16,,0.19,0.31,0.2,0.49,0.02,0.09,0.03,0.06,0.12,0.04,0.07,0.07,0.2,0.62,0.68,0.57,0.01,0.0,0.1,0.66,0.06,0.83,0.83,,,,,,,,,,,39.53,0.29,0.25,,,,,,,,,,,,0.0,0.01,0.73,0.26,13.97,0.97,38.74,42.61,44.99,43.21,40.87,41.15,44.75,43.36,14.0,2.0,0.02,5.0
54,Australia,AUS,EAS,All,High income,HIC,2001,AUS_2001_I2D2_HILDA.dta,I2D2,18971656,0.21,0.14,0.54,0.12,0.87,0.67,0.49,0.31,0.17,8667013,0.75,0.67,0.13,0.1,0.7,0.93,0.07,0.86,0.14,0.82,0.11,0.01,0.06,0.12,0.38,0.75,,0.09,0.0,0.05,0.2,0.76,0.01,0.11,0.01,0.07,0.23,0.07,0.16,0.3,0.0,0.97,0.96,0.8,0.0,0.05,0.09,0.96,0.43,0.76,0.86,0.11,0.2,0.13,0.15,0.14,0.03,0.1,0.06,0.09,0.0,36.89,0.32,0.2,16.82,2666.67,2000.0,3166.67,2583.33,0.22,0.15,35.48,23.24,0.66,,,,,,,0.9,35.74,37.82,41.68,38.35,37.41,36.51,43.46,44.77,26.0,6.0,0.04,21.0
55,Australia,AUS,EAS,All,High income,HIC,2002,AUS_2002_I2D2_HILDA.dta,I2D2,18900740,0.21,0.13,0.54,0.12,0.87,0.67,0.49,0.31,0.18,8596150,0.75,0.68,0.11,0.37,0.71,0.94,0.06,0.86,0.14,0.83,0.1,0.0,0.06,0.11,0.38,0.75,,0.27,0.0,0.04,0.21,0.75,0.01,0.13,0.01,0.06,0.22,0.06,0.15,0.31,0.0,0.97,0.98,0.81,0.0,0.06,0.08,0.98,0.41,0.79,0.86,0.11,0.19,0.14,0.15,0.13,0.03,0.09,0.07,0.09,0.0,36.69,0.33,0.2,17.26,2782.25,1950.0,3250.0,2666.67,0.22,0.15,35.94,23.54,0.67,,0.0,0.02,0.82,0.16,10.84,0.89,36.03,37.82,42.61,38.23,37.44,36.48,44.13,44.78,19.0,4.0,0.03,6.0
56,Australia,AUS,EAS,All,High income,HIC,2003,AUS_2003_I2D2_HILDA.dta,I2D2,19203555,0.21,0.14,0.54,0.12,0.87,0.67,0.48,0.31,0.18,8720566,0.75,0.68,0.11,0.38,0.71,0.95,0.05,0.87,0.13,0.84,0.1,0.01,0.06,0.1,0.36,0.76,,0.26,0.0,0.04,0.2,0.76,0.01,0.11,0.01,0.07,0.23,0.06,0.15,0.32,0.0,0.98,0.98,0.82,0.0,0.05,0.08,0.97,0.42,0.8,0.87,0.11,0.19,0.14,0.14,0.14,0.03,0.09,0.06,0.1,0.0,36.52,0.32,0.2,18.08,2833.33,2200.0,3333.33,2677.42,0.23,0.15,35.63,23.34,0.66,,0.0,0.01,0.81,0.18,10.92,0.88,36.11,37.78,41.34,38.15,37.51,36.57,43.93,44.69,18.0,3.0,0.02,5.0
57,Australia,AUS,EAS,All,High income,HIC,2004,AUS_2004_I2D2_HILDA.dta,I2D2,19486157,0.2,0.14,0.54,0.12,0.87,0.67,0.48,0.3,0.18,8855377,0.76,0.69,0.1,0.37,0.72,0.95,0.05,0.87,0.13,0.83,0.1,0.01,0.06,0.11,0.36,0.77,,0.29,0.0,0.04,0.2,0.76,0.01,0.11,0.01,0.07,0.23,0.06,0.15,0.32,0.0,0.97,0.97,0.82,0.0,0.05,0.09,0.97,0.44,0.78,0.87,0.11,0.19,0.15,0.14,0.14,0.03,0.1,0.06,0.08,0.0,36.31,0.33,0.19,18.83,3000.0,2333.33,3500.0,2916.67,0.23,0.15,36.86,24.14,0.67,,0.0,0.01,0.81,0.18,10.93,0.9,36.32,37.92,42.43,38.1,37.64,36.7,43.47,45.3,18.0,3.0,0.02,5.0
58,Australia,AUS,EAS,All,High income,HIC,2005,AUS_2005_I2D2_HILDA.dta,I2D2,19773484,0.2,0.14,0.54,0.12,0.87,0.67,0.48,0.3,0.18,9255142,0.77,0.7,0.11,0.39,0.73,0.95,0.05,0.9,0.1,0.84,0.1,0.0,0.06,0.1,0.34,0.78,,0.18,0.0,0.03,0.2,0.77,0.01,0.11,0.01,0.07,0.23,0.06,0.15,0.33,0.0,0.98,0.97,0.82,0.0,0.05,0.08,0.97,0.45,0.79,0.87,0.11,0.2,0.15,0.15,0.14,0.02,0.1,0.06,0.08,0.0,36.38,0.32,0.19,19.23,3083.33,2291.67,3833.33,2916.67,0.23,0.15,36.89,24.16,0.67,,0.0,0.01,0.81,0.18,10.99,0.86,36.5,37.81,40.79,38.21,37.62,36.6,43.75,45.55,18.0,3.0,0.02,5.0
59,Australia,AUS,EAS,All,High income,HIC,2006,AUS_2006_I2D2_HILDA.dta,I2D2,20038289,0.2,0.14,0.54,0.12,0.86,0.68,0.48,0.3,0.18,9528637,0.78,0.71,0.11,0.35,0.74,0.95,0.05,0.89,0.11,0.85,0.09,0.0,0.06,0.1,0.35,0.77,,0.06,0.0,0.03,0.2,0.77,0.01,0.11,0.01,0.07,0.23,0.06,0.15,0.33,0.0,0.98,0.98,0.82,0.0,0.05,0.08,0.98,0.45,0.79,0.88,0.11,0.2,0.15,0.15,0.13,0.02,0.1,0.06,0.08,0.0,36.46,0.32,0.19,20.62,3333.33,2250.0,3950.0,3166.67,0.24,0.16,38.51,25.23,0.67,,0.0,0.01,0.83,0.16,10.99,0.91,36.57,38.09,42.35,38.34,37.93,36.94,44.02,45.13,18.0,3.0,0.02,5.0
60,Australia,AUS,EAS,All,High income,HIC,2007,AUS_2007_I2D2_HILDA.dta,I2D2,20425773,0.2,0.14,0.54,0.12,0.86,0.68,0.48,0.3,0.18,9762608,0.78,0.73,0.1,0.36,0.75,0.96,0.04,0.91,0.09,0.86,0.09,0.0,0.05,0.09,0.33,0.79,,0.08,0.0,0.03,0.2,0.77,0.02,0.1,0.01,0.08,0.22,0.06,0.17,0.32,0.0,0.98,0.99,0.84,0.0,0.05,0.08,0.98,0.51,0.8,0.88,0.1,0.2,0.15,0.14,0.14,0.02,0.1,0.06,0.08,0.0,36.43,0.32,0.18,21.96,3500.0,2666.67,4250.0,3333.33,0.25,0.16,39.52,25.89,0.7,,0.0,0.01,0.83,0.16,11.04,0.88,36.76,38.09,42.23,37.46,38.15,36.99,44.24,45.5,21.0,4.0,0.03,9.0
61,Australia,AUS,EAS,All,High income,HIC,2008,AUS_2008_I2D2_HILDA.dta,I2D2,20946671,0.2,0.14,0.54,0.12,0.86,0.68,0.47,0.29,0.18,10050907,0.78,0.73,0.1,0.36,0.75,0.96,0.04,0.9,0.1,0.86,0.08,0.0,0.06,0.08,0.32,0.79,,0.16,0.0,0.03,0.21,0.76,0.01,0.11,0.01,0.08,0.21,0.06,0.17,0.33,0.0,0.98,0.98,0.84,0.0,0.06,0.07,0.98,0.45,0.8,0.89,0.12,0.2,0.16,0.14,0.13,0.02,0.09,0.06,0.07,0.0,36.41,0.31,0.17,23.01,3725.33,2833.33,4333.33,3583.33,0.25,0.16,40.31,26.4,0.67,,0.0,0.01,0.83,0.16,11.08,0.9,36.79,38.2,42.25,37.82,38.18,37.17,44.11,45.02,27.0,6.0,0.04,20.0
62,Australia,AUS,EAS,All,High income,HIC,2009,AUS_2009_I2D2_HILDA.dta,I2D2,21359277,0.2,0.14,0.54,0.12,0.86,0.68,0.47,0.29,0.18,10407432,0.78,0.72,0.12,0.31,0.74,0.95,0.05,0.88,0.12,0.85,0.09,0.0,0.06,0.09,0.33,0.79,,0.11,0.0,0.03,0.2,0.77,0.01,0.09,0.01,0.08,0.22,0.06,0.16,0.33,0.0,0.98,0.99,0.8,0.0,0.05,0.08,0.99,0.42,0.78,0.88,0.11,0.2,0.16,0.14,0.14,0.02,0.1,0.06,0.08,0.0,36.04,0.33,0.17,23.97,3791.67,3041.67,4583.33,3666.67,0.25,0.17,40.56,26.57,0.67,,0.0,0.01,0.83,0.16,11.1,0.93,36.82,38.66,43.72,38.82,38.41,37.55,44.49,45.67,29.0,7.0,0.04,23.0
